Column1,리뷰,날짜,early_access 유무,"src(1= 긍정, 0 = 부정)"
49,"
우주최강 재미있는 디제이맥스!
초보유저의 생생후기 남겨봅니다!
※ 즐겜유저 기준으로 적었습니다 ※

장점

1. 우주최강 명곡들

저는 리듬게임을 엄청 좋아해서
웬만한 온라인 리겜은 조금씩 해본 편인데 (오투잼 알투비트 같은거)
디제이맥스는 무척 생소한 게임이라 걱정을 많이 했거든요 ㅠㅠ
(오락실에 디맥이 있다는 사실도 처음 알았어요)

하지만 디제이맥스는 다른 게임에 비해
콜라보도 엄청 다양해서 아는 노래도 많았고
(요번엔 넥슨이랑도 했더라고요 두근두근)
그거랑 별개로 디맥 자체의 명곡이
진짜 어어어어어어어어엄청 많아서 좋아요 ㅠㅠ

제가 롹이랑 트랜스류에 환장하는 편인데
진짜... 정말... 진짜로... 명곡들이 진짜... 많아요...
특히 ROD 시리즈... 진짜 우주최강의 명곡!! 따봉!!

2. 뉴비의 자존감 올려주는 좋은 판정 (체감상)

제가 절대절대 잘하는 편이 아닌데
이상하게 ' 어 이게 왜? ' 라고 생각할 정도로 풀콤 쳐질 때가 있어요!!
(물론 올콤 이후 판정은 열심히 갈리지만 딱히 신경 쓰는 편이 아니라서)
아무튼 틀린 줄 알았지만 올콤을 한 적이 종종 있었어요!!
그래서 기분이 대박 좋았답니다 히히
디맥 자체의 판정이 좋다는 뜻 아닐까요?! (체감상 적는 거라 아닐 수도...)

판정이 100% ~ 1% 까지 있는데
브레이크만 나지 않는다면
판정이 1%라도 콤보가 유지됩니다!! 우와 대박!! >_<

3. 뉴비들에게 친절한 유저님들 (체감상22)
온라인 대전에서 뉴비라고 하면
웬만한 분들은 다 좋아하시더라고요!!
궁금한 거 있으면 이것저것 물어보세요
완전 친절하게 대답 잘해주셔요!! >_<b

4. 볼거리가 많다
게임 말고도 이것저것 볼거리가 진짜 많아요!
미션도 많고
BGA 감상도 가능하고
기어나 버튼도 바꿀 수 있고 (다양하고 예쁨)
플레이트나 프로필, 코멘트도 바꿀 수 있고 (다양하고 예쁨22)
피버 소리나 클리어 소리도 바꿀 수 있고
심지어 내가 게임을 몇 번 플레이 했는지,
내가 어떤 노래를 가장 많이 했는지 알 수 있어요 (...)
게임 다 하고 약간 정산하는 느낌으로 보러오면 뿌듯합니다!! ㅎㅎ

체감상 편의성도 짱짱 좋은 편!
노래 즐겨찾기, 콤보 저장할 수 있는 점이
무척 좋았어요!! >_<

단점

1. 딱히... 아직까지는 없는 것 같아요 ㅎㅎ
온라인에서 가끔 이유 없이 팅기는 거?

조언

1. 디제이맥스는 리듬게임이다 보니
노래가 많으면 많을 수록 즐길 거리가 그만큼 많아지거든요!!
그래서 본체만 사시는 것 보단 DLC 구매를 추천드려요!!
하지만 DLC가 무척 많으니 할인 할 때 구매하시는 걸 추천!
(본체도 할인하면 거의 이만원에 파니까 그땔 노려보세요 ㅎㅎ)

1-1 DLC 뭐살까 고민되신다면?
저같은 경우에는 진짜 롹을 미친듯이 좋아하기 때문에
(아니면 트랜스나 애니팝)

저랑 같은 취향을 가지고 계신다면
이 DLC랑 노래 추천드립니다! ^_^
DLC 종류가 너무 많아서 조금만!!

♥TRILOGY (21개중 8개 추천, 원가 14800원)
For Seasons ~Air Guitar Mix~
Mind Control
Someday
Streetlight
Syriana ~Blast Wave Mix~
Ventilator
ZET
Nevermind

♥BLACK SQUARE (21개중 9개 추천, 원가 19800원)
Colours of Sorrow
Fermion
Grave Consequence
Heart of Witch
In My Dream
Keys to the World
Ruti'n
Secret World
analys

♥TECHNIKA 2 (21개중 8개 추천, 원가 19800원)
Airwave
Burn it Down
Cozy Quilt
Dream of Winds
Dual Strikers
Rage Of Demon
Sweet Dream
The Guilty

♥Emotional Sense (8개중 4개 추천, 원가 9800원)
Space of Soul
Super Lovely
Feel
Real Over Drive

♥V Extension (20개 중 2개, 24800원)
Lisrim
Remember Me

추천은 2개 밖에 없지만
이 두 개가 정말루 눈물 나게 좋아요...
진짜... 작곡가님들 사시는 방향으로 절하고 싶을 정도로
우주최강 명곡 오브 명곡이라 추천드려요 ^_^

1-2 취향은 모르겠고 일단 노래가 많았으면 좋겠어!
하시는 분들은 테크니카 1,2,3 같이 곡 많이 들어있는 거 추천드려요!
(대신 원가 가격이 비싸니까 할인을 노립시다!)

1-3 취향은 모르겠고 일단 아는 노래가 많았으면 좋겠어!
하시는 분들은 콜라보 쪽 추천 드립니다!
디맥, 사이터스, 츄니즘, 구르브코스터, 소녀전선 등등
유명한 리겜 + 게임 콜라보 한 거 엄청 많아요!
(대신 원가 가격이 비싸니까 할인을 노립시다!
또 몇몇 노래는 키음이 없으니까 주의!)

2. 언락송은 굳이...? 살 필요 없어요!
레벨 99? 100까지 올리면 한 곡씩 노래를 주는데
언락송은 그 노래를 한 번에 해금시켜주는 DLC입니다!

디맥에는 AIR 모드가 있는데 (자동연주)
AIR 모드는 자동연주 임에도 불구하고 경험치가 올라요!!
에어모드 돌려놓고 잠깐 쉬다가 오시면 금방 찍는다고 하더라고요!!
(저같은 경우에는 틈틈이 조금씩 해서 99 찍었습니당!)

4. 기어, 사운드트랙은 선택!
제목이 곧 내용입니다 히죽
참 사운드트랙이랑 DLC랑 썸네일이 비슷해서
DLC 사려다가 실수로 사운드트랙을 살 수도 있으니 잘 비교해서 사세요!

5. 프리미엄 패스
① 나는 온라인 대전을 좋아하는 뉴비다
② 나는 지금보다 더 예쁜 플레이트, 프로필을 원한다

요기에 해당하시는 분이라면 추천드려요!
프리미엄 패스의 기능을 예시로 설명드리자면

① 가을(저, 방장) 상대방(뉴비님)
제가 만약 트릴로지 DLC의 ZET를 선곡했다고 쳐봅시다!
만약 뉴비님이 프리미엄 패스가 없으시면,
직접 플레이 하실 수 없으시고 옵저버로 구경만 가능해요 ㅠㅠ (대신 경험치는 올라요)
하지만 내가 프리미엄 패스를 가지고 있다? (OR 트릴로지 DLC가 있다)
그럼 저랑 같이 플레이 할 수 있어요!!

② 클리어 패스라는 또 다른 부가 컨텐츠가 있는데
레벨 올리면 올릴수록 예쁜 프로필이랑 플레이트, 이모티콘을 받을 수 있어요!
(기간 한정으로 얻을 수 있는 거라 기간 끝나면 다신 못 얻을 겁니다 아마두)

저는 솔플러에 DLC도 어느 정도 있고, 플레이트랑 프로필 항상 고정이라
딱히 사진 않았지만 해당되시면 사시는 걸 추천! (프리미엄 패스는 아마 할인 안 할... 걸요?)
아 프리미엄 패스는 기간제고 시즌마다 초기화되니까 그때마다 사셔야 합니다!

6. 사이드트랙
디제이맥스는 특이하게
4키는 6키같고 6키는 8키같고 8키가 10키 같은 느낌이 강한데 (...)
이게 무슨 소리냐!!

4키로 예시를 들자면
4키 말고 처리해야 하는 '사이드트랙' 이라는 버튼이 또 있어요!!
(키보드, 예시) 4키 DFJK / 사이드트랙 SL 이렇게!
사이드트랙은 밝은 하늘민트색 + 롱노트로 나오는데

콤보 유지하다가 사이드트랙 때문에 헷갈려서
틀린 경우가 엄청 많거든요... ㅠㅠ
하지만 사이드트랙은 틀려도 >> 판정이 1%로 유지되기 때문에 <<
콤보가 끊기지 않아요!! 와아!!
그러니까 사이드트랙을 처리하기 힘드시다면
굳이 누르시지 말고 무시하셔도 좋습니다!! 콤보는 이어지니까요!!

7. 콤보유지
F10 >> 프리스타일 콤보 유지 온오프 기능이 있어요!!
오프 해놓으면 지금까지 이어놨던 콤보가 저장됩니다!!
디제이맥스 스팀 >> 콤보 999999 유지하기 미션 할 때 좋아요!!
F10에서 키설정도 바꿀 수 있습니다!!

8. 이건 정말 여담
전 오픈매치에서 적당히 수다 떨다가 겜하는 걸 좋아하는데
빨리 시작해라~ 시끄럽다~ 눈치 주시는 분들이 조금씩 있더라고요 눈물주륵
그래서 저처럼 떠드는 걸 좋아하는!! ENFP의 피가 흐르시는 분들은
방을 팔때 방제에 뭐... 떠들면서 겜하는 방~ 이렇게 적어놓으시면?
조금이나마 도움이 될 것 같습니다! >_<

결론

리듬게임을 좋아한다? >> 산다 (할인할 때 사면 더 좋다!)

좌로굴러 우로굴러 멋진 게임 디제이맥스
짱짱 재밌으니까 꼭 구매하셔서 행복 리듬게임 합시다!! >_<

Ps. 좌로굴러 우로굴러 ROD 시리즈 꼭 해주세요
그리고 유독 안경쓴 캐릭터 싫어하시는 분들 많던데
적어도 존중은 해주셨으면... 흑흑
전 안경 죽을만큼 좋아하는데
자꾸 혐경혐경 그러시면 머쓱해지고 눈물이납니다...

(★ZET, SOMEDAY, DIVINE SERVICE, Secret Dejavu, Secret World 안경맛집★)",2021-12-26,0,1
50,"
아틀라스랑 계약해서 페르소나 곡이나 가져왔으면 좋겠다",2021-01-14,0,1
51,"Posted: May 6
어? 나 지금 이거 어떻게 치고 있지?

ㅇㅏ",,0,1
52,"
아니 실버에서 왜 퍼펙트를 치고있는데",2022-10-24,0,1
53,"
한정판 이따위로 낼겁니까
부탁도 안했는데 망한 회사 시절로 돌아가려하네
왜 망했는지 기억도 못합니까",2020-03-13,0,0
54,"
Product refunded

아, 나는 리듬게임을 못하는구나",2022-08-21,0,1
55,"Posted: March 28
오픈매칭중에 제발좀 기어 중앙으로 둘 수 있게 패치 해줘.",,0,0
56,"
내 손가락이 이렇게 멍청한지 몰랐어요",2021-10-10,0,1
57,"Posted: March 12
저는 지금까지 제가 리듬게임을 못하는줄 알았습니다







생각보다 더 심각하더라고요",,0,1
58,"
게임 자체는 난이도도 최하~상 까지있어서 리듬게임 입문자부터 고수까지 모두 즐길수있어서 좋은데
가격이 너무 비싸고 dlc는 매번 2만원대에 매번 나올때마다 사야 되서 나중엔 배보다 배꼽이 더 커짐
ps4는 dlc 본편이랑 다사면 20만원가량됐는데 V도 그렇게 될거라 생각되고 또 ps4때는 dlc를 구매하지 않았어도
방장이 곡을 골라주면 플레이 할수잇었는데 V는 구매하지않으면 옵저버밖에 선택이 안되는데 창렬 일지언정
유저 지향적인 백따거였는데 이번 dlc는 조금 실망스러움 ps4기준 dlc곡+v dlc곡 섞어서 내줄줄 알았는데 V곡만
내줬다는거는 기존 dlc들도 ps4처럼 2만원값 받아가면서 팔겠다는거 처럼 보이는데 아니길 바람;",2020-03-13,0,1
59,"

노래 처음부터 다 안열려있습니다. 레벨 올라도 1레벨당 1곡씩 풀립니다. 왜 이 따위로 조금씩 푸는지 모르겠습니다. 게임자체는 재밌으나 좋아하는 곡을 플레이 하려면 하염없이 주구장창 플레이를 해야되는 점이 돈 주고 사는 패키지 게임에서 왜 이런 해금 방식을 적용한지 도저히 이해가 안갑니다.",2019-12-23,1,1
60,"
DLC 씨---발 존나비싸네

















그래서 다음 DLC가 언제죠?",2021-09-25,0,1
61,"
ez2dj노래만 생기면 ㄹㅇ..퍼펙트",2020-11-18,0,1
62,"

1곡만 더 하고 자야지 -> 어느새 10곡이 넘어있는 자신을 되돌아보게 됨",2020-01-03,1,1
63,"
이게임 시작한지 한시간 정도 지난거 같은데 아직 잘 모르겠네요......10시간 더 해봐야될거 같아요",2022-11-05,0,1
64,"
온라인에서 다른사람은 나빼고 AI 임 ㅡㅡ 기계랑 어떻게 이김?",2021-03-10,0,1
65,"
도대체 ^^ㅣ발 얼마나 더 해야 님들처럼 칠수 있어요?",2022-10-01,0,1
66,"

블랙스퀘어. 클래지콰이. 업데이트. 희망. 신속히.",2020-01-14,1,1
67,"
팔이 네 개 이상이신 분만 하세요",2022-11-19,0,1
68,"
최근 업뎃이후 온라인이든 프리스타일이든 자잘한 렉이 걸리기 시작했는데 나만 이런가요 이거..",2021-02-17,0,1
69,"
DJ MAX Trilogy
DJ MAX Q mobile 모든 곡
질렀고
스팀까지도 본편 + Emotional sense + Trilogy + Groove coaster까지 질렀음.
한마디로 ㅈ같다.
디맥 하는데 돈을 최소 30만은 질렀어.
새로운 곡을 내고 돈을 처받는거면 말도 안한다.
십수년 우려먹은 곡을 시발거 대체 얼마나 더 우려먹을라고 이지랄을 하는지?
EA의 본편을 n등분해서 DLC로 파는거 욕 존나 처먹은거 알지?
작작좀 하자 시발 네오위즈야.",2020-06-02,0,0
70,"

55시간을 해본 유저로써 솔직한 장단점을 말씀드리겠습니다.
주의 : 절대적으로 주관적인 장단점을 말씀드리는겁니다.

일단 진짜 오랜만에 PC 플랫폼으로 리듬액션게임이 나왔다는것 자체부터 첫번째 장점입니다.
두번째 장점은 생각보다 판정이 매우 좋아서 초보자분들이 입문하기엔 매우 좋습니다.
ㄴ창모드로 하게 되면 키 반응속도가 극도로 빨라져서 창모드 초보자 유저분들에겐 추천하진 않겠습니다.
ㄴ물론 판정 연습 하고자 할땐 도움이 많이 되겠지만요.
세번째 장점은 PS4판 이식한 패턴 그대로를 즐길 수 있어서 초보자에게 적응하기 매우 좋은 패턴유형곡들이 많습니다.
ㄴ태생 난이도가 높은 곡들은 제외에요!

장점이 있으면 단점이 있는 법!
첫번째 단점은 PS4판 이식한 패턴 그대로입니다.
ㄴ세번째 장점이랑 같습니다만, 여기서 차이점은 소위 '고인물'들은 태생 난이도가 높은 곡이 저절로 눈에 들어오는데
ㄴMX 난이도까지 PS4판 이식한 패턴 그대로이면 매우 단조롭게 느낄 수 있다는 점입니다.
ㄴSC 난이도로 하려니 고인물 중에서도 고인물들은 재미있다고 느껴질지는 모르나
ㄴ개인적인 생각은 억지로 패턴을 끼워넣었다는 기분을 지울수가 없습니다.
두번째 단점은 사이드 노트의 존재입니다.
ㄴ도대체 사이드 노트가 왜 있는지 모르겠습니다. 이게 해보시면 알겠지만 많이 헷갈립니다.
ㄴ노트가 따로 있는게 아니라 기존 노트에 그대로 붙어서 나와서 굉장히 헷갈립니다.
ㄴ문제는 PS4 유저분들도 헷갈린다고 합니다. 특히 8키
ㄴ아무리 키 세팅을 바꾼들. 결국엔 다시 디폴트 값으로 돌아오는데, 그게 최선입니다. 그냥 적응 해야합니다.
세번째 단점은 기존 8키의 노트와는 너무 다릅니다.
ㄴ보통 8키면 ASDF JKL; 으로 생각하시는 분들이 많을껍니다.
ㄴ근데 6키에 ASD 왼쪽 키에 큰거 하나, JKL 오른쪽 키에 큰거 하나가 있습니다. 그게 8키입니다.
ㄴ거기에다가 사이드 노트까지 더해지면 실질적으로 모든 손가락을 다 쓰는 10키인 셈입니다.
ㄴ그래서 몇곡 하다보면 모든 손가락에 피로감이 상당합니다.

끝으로... 리스팩트를 하시려는 모든분들에게 다시한번 말씀드리자면
이건 주관적인 장단점이지 이게 정답이진 않습니다.
그러니 제 평가는 참고만 해주시면 감사드리겠습니다.
확실히 재미는 있는 게임입니다. 다만, 아직 얼리 엑세스인점을 감안하시고 플레이 하시길 바랍니다.
첫술에 배부를순 없는 법이니 말입니다 :)",2020-01-05,1,1
71,"

1. 수록곡 : 만족스럽다.

올드 유저들은 사골 국물 같은 옛날 곡들이 지겹다고 한다. 신곡 추가는 리듬 게임의 수명 연장에 가장 기본이 되는 컨텐츠이니 앞으로의 업데이트를 기대해본다. 신입 유저나 다름없는 나에게 손에 꼽히는 몇 곡 말고는 생소한 수록곡 라인업들을 보며 '아 디맥이 이런 곡들 덕분에 유명해졌구나'하는 생각을 한다. 디맥의 선곡 센스는 좋다.

2. 게임성 / 디자인 : 적절하다.

전통적이고 표준적인 형태의 리듬 게임이다. 노트가 내려오면 버튼을 눌러라! 인터페이스는 흠잡을 데 딱히 없고 적절하다.

3. 개인적인 생각 : 매일 꾸준히 플레이하고 있다.

급식이랑 학식 먹으러 다니던 시절에는 주머니 사정이 넉넉지 않아 아케이드에서 동전 쌓아놓고 플레이하는 사람들이 부러웠다. 절망적인 처리력 덕분에 투덱이나 이집트디제이는 오락실에서 실제로 해본건 결국 한 두 번. 팝픈이나 태고 정도만 조금 해보면서 '아 나도 저렇게 느긋하게 연습해보고 싶다.'는 생각을 하면서 리듬게임 장르를 동경했다. 2010년대 전후에 온라인 리겜들도 몇 번 해 볼 수 있있고, 레오일, 오블리, 씨커 같은 곡들은 다운받아서 듣고 다닐 정도로 흥미는 있었지만 아마도 '관심이 있는' 수준의 흥미만 있어서 결국은 나에게 좀 과분한 장르로 받아들일 수 밖에 없었다.

얼마 전 까지도 리듬게임에 대한 부담감을 느끼던 나에게 디맥 리스펙트는 그러한 진입장벽을 낮춰주는 계기가 되었다. 정말 좋은 게임이 나와준 걸 감사하게 여긴다. 매번 플레이할 때마다 어려운 구간을 어떻게 돌파해나갈지 생각해보는 부분에서 성취감을 느낀다. 곡이 많은 만큼 난이도 스펙트럼도 세밀해서 내 실력 향상에 맞는 곡을 찾는 것도 나름 재미있다. 그러다보니 시간이 많이 걸리긴 했지만 4키 노말에서도 리타이어하던 실력이 조금씩 늘어 6키 하드도 한 두개 맥콤 찍어보고 있다.

리듬 게임은 마치 골프 같다. 승부의 한 가운데에서 승부를 잊게 되는 경기이다. 경쟁을 하기도 하지만 오롯이 '자기 실력'만으로 돌파해나가는 게 중요하다. 겜뿐만 아니라 뭐든지 그렇겠지만 평정심과 집중력으로 실력을 키우는 게 핵심인데 그런 훈련을 하기 좋은 게임이 디제이맥스다. 매번 게임을 플레이하는 동안에도 '마음의 준비가 되었는가?'생각하며 자신의 모습을 되돌아본다. 남 눈치 볼 거 없이 자신의 멘탈을 점검하기 훌륭한 게임이다.

그리고 레메스가 좋았습니다. ㅎㅎ",2020-02-23,1,1
72,"
예아",2020-11-27,0,1
73,"
ez2on 보고 오니 선녀도 이런 선녀가 따로 없음",2021-03-18,0,1
74,"

마우스 마렵다.",2019-12-23,1,1
75,"Posted: May 7
실버에서 99퍼를 찍어도 져야하는 불합리한 게임",,0,1
76,"Posted: February 2
아니!
노트!
내려!
오는거!
박자에!
맞게!
치면!
되는데!
왜!
그걸!
못!
하냐!
고!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",,0,1
77,"
정가로샀는데 이틀뒤 75퍼세일 ㅋㅋㅋ",2022-06-25,0,1
78,"
내가 분홍 동그라미를 버리게 된 결정적인 터닝 포인트",2021-10-28,0,1
79,"
감사합니다. 이번 키보드 굿즈 사태를 보고 느낀건.
당신들은 돈을 어떻게든 쳐 빨고 싶어할 뿐이지 , 진심으로 게임을 아끼고 사랑하는 팬들을 싸그리 무시했습니다,
펀딩하자고 했을때 당당하게 천개의 수량과 함께 ""개인당 두개""의 키보드를 사게 해주었고.

결과는 어떻습니까? 결국 펀키스라는 사이트가 터졌죠.
그러나 고작 공지에선.
""서버가 터졌는데 일단 모르겠으니 기다려달라 ㅋ"" 의 수준으로 대답을 하셨죠.

이게 맞는 대책인가요?
우리는 말했습니다.
지금이라도 펀딩을 하면. 우리는 살 의향이 있다고. 그런데 어떻게 하셧나요?
아무말도 없이 싸그리 소통을 무시한채로 도배를 자르고만 있네요.
도배는 나쁜겁니다.

근데 지금 사태에서 가만히 있는
통지도 안하는

운영자들이 더 나쁘다고 저는 생각하거든요.
이번 기회로 소통을 하고싶지 않은 사람들 이라고 생각해도 되겠네요.
돈만 쳐빨아먹고싶어하는 개 버러지들.",2022-04-11,0,0
80,"
혜자스럽고(할인할때) 아주아주 재미있는 게임",2020-04-16,0,1
81,"
나는! 나는! 연타 를! 했다!",2022-11-11,0,1
82,"
눈 언제 깜빡였는지 생각하지 않기
침 언제 삼켰는지 생각하지 않기
100%를 직전 곡이 얼마 남았는지 생각하지 않기
내가 지금 가려운곳이 있나 생각하지 않기


그냥 아무것도 생각하지 않기",2022-09-14,0,1
